label,x,y,z
F_1-1,-99.01024627685547,62.421653747558594,-165.8543701171875
F_2-1,-106.19417572021484,39.02788543701172,-166.59251403808594
F_3-1,-66.40510559082031,58.021236419677734,-224.09645080566406
